language	translation_id	chapter	pca_x	pca_y	mode
eng	berean-literal-bible	2TI 1	-0.019896225888317493	-0.0024831029753230385	Literal
eng	berean-literal-bible	2TI 2	-0.03110491978266034	0.03741708815699212	Literal
eng	berean-literal-bible	2TI 3	-0.024059130736957007	-0.012224677144077357	Literal
eng	berean-literal-bible	2TI 4	-0.010189829951924023	0.024781649563880008	Literal
eng	berean-literal-bible	3JN 1	-0.042327530335046534	0.045728093357232005	Literal
eng	berean-literal-bible	ACT 1	-0.01724797788931237	0.017915897998589645	Literal
eng	berean-literal-bible	ACT 10	0.010613554438104772	-0.001000223018488032	Literal
eng	berean-literal-bible	ACT 11	-0.021968361966496527	-0.004439574278799992	Literal
eng	berean-literal-bible	ACT 12	0.012206407047513995	0.014334769505863976	Literal
eng	berean-literal-bible	ACT 13	-0.004859714597821287	0.016896767290136363	Literal
eng	berean-literal-bible	ACT 14	-0.010095634431844247	0.013282338455309042	Literal
eng	berean-literal-bible	ACT 15	0.020722912789057787	0.029211962254063823	Literal
eng	berean-literal-bible	ACT 16	-0.007227828612411863	0.018230432827631635	Literal
eng	berean-literal-bible	ACT 17	-0.005695476844340776	0.018911460862023582	Literal
eng	berean-literal-bible	ACT 18	-0.007339325161373325	0.01676769845179146	Literal
eng	berean-literal-bible	ACT 19	-0.015112978634538025	0.017539671546384025	Literal
eng	berean-literal-bible	ACT 2	-0.01519409894325003	0.027167050194247165	Literal
eng	berean-literal-bible	ACT 20	0.0014051610054581637	0.023027311044569003	Literal
eng	berean-literal-bible	ACT 21	-0.007377928114186021	0.015215603779747906	Literal
eng	berean-literal-bible	ACT 22	0.010016181118855258	0.03827855933871356	Literal
eng	berean-literal-bible	ACT 23	-0.003982815037542421	-0.008003877840900557	Literal
eng	berean-literal-bible	ACT 24	-0.0015836873518390443	0.013578317020519853	Literal
eng	berean-literal-bible	ACT 25	0.0055098954950965895	0.0022802237661716136	Literal
eng	berean-literal-bible	ACT 26	0.0009127428138529792	0.04741819598735588	Literal
eng	berean-literal-bible	ACT 27	0.011413176713153422	-0.005101342472565745	Literal
eng	berean-literal-bible	ACT 28	-0.004617844196371887	0.020135900709787425	Literal
eng	berean-literal-bible	ACT 3	-0.029602042575775214	0.030908369784274626	Literal
eng	berean-literal-bible	ACT 4	-0.008045580806069048	0.009385088165859583	Literal
eng	berean-literal-bible	ACT 5	0.004587236703402137	0.004996795804976889	Literal
eng	berean-literal-bible	ACT 6	-0.008068733598333884	0.031138277239329177	Literal
